#orth_id	prot_id
Rhizo13688	mll0899
Rhizo15970	mlr8117
Rhizo11218	RL1902
Rhizo13814	mll1254
Rhizo8269	SMa1478
Rhizo8269	Smed_5110
Rhizo8269	mll1654
Rhizo9015	NGR_b03830
Rhizo1871	RHE_CH01567
Rhizo1871	Smed_0859
Rhizo1871	SMc01801
Rhizo1871	NGR_c10190
Rhizo1871	mll8452
Rhizo1871	RL1668
Rhizo10115	NGR_c16300
Rhizo8268	SMa1476
Rhizo8268	Smed_5109
Rhizo8268	mll4501
Rhizo12101	pRL80007
Rhizo16417	mlr9616
Rhizo8503	SMa2081
Rhizo8503	Smed_5657
Rhizo13520	mll0232
Rhizo8265	SMa1467
Rhizo8265	Smed_5106
Rhizo8265	pRL120753
Rhizo13526	mlr0242
Rhizo2197	RHE_CH01909
Rhizo2197	NGR_c13300
Rhizo2197	SMc02105
Rhizo2197	Smed_1121
Rhizo2197	RL2216
Rhizo2197	mlr0661
Rhizo4889	RHE_PC00181
Rhizo4889	NGR_b01680
Rhizo4889	pRL100426
Rhizo8264	SMa1466
Rhizo8264	Smed_5105
Rhizo8264	pRL120755
Rhizo9014	NGR_b03820
Rhizo1870	RHE_CH01566
Rhizo1870	RL1667
Rhizo2196	RHE_CH01908
Rhizo2196	RL2215
Rhizo2196	SMc02106
Rhizo2196	NGR_c13290
Rhizo2196	Smed_1120
Rhizo2196	mlr0662
Rhizo4883	RHE_PC00175
Rhizo4883	pRL100420
Rhizo4883	mll6666
Rhizo4882	RHE_PC00174
Rhizo4882	NGR_a02510
Rhizo4882	pRL100419
Rhizo4882	mll5767
Rhizo4882	SM_b21101
Rhizo4882	Smed_4981
Rhizo4737	RHE_PC00028
Rhizo4737	pRL100248
Rhizo4737	NGR_b17000
Rhizo4737	SMa0799
Rhizo4737	Smed_6249
Rhizo4737	mll6256
Rhizo13524	mlr0237
Rhizo4731	RHE_PC00022
Rhizo4731	Smed_6255
Rhizo4731	SMa0791
Rhizo4731	NGR_b17060
Rhizo4731	pRL100242
Rhizo4731	mll4877
Rhizo4886	RHE_PC00178
Rhizo4886	pRL100423
Rhizo8500	SMa2069
Rhizo8500	NGR_b14530
Rhizo4732	RHE_PC00023
Rhizo4732	SMa0792
Rhizo4732	Smed_6254
Rhizo4732	NGR_b17050
Rhizo4732	pRL100243
Rhizo1549	RHE_CH01242
Rhizo1549	SM_b20116
Rhizo1549	Smed_4021
Rhizo1549	mll0692
Rhizo1548	RHE_CH01241
Rhizo1548	Smed_4899
Rhizo1548	NGR_b22550
Rhizo1548	SM_b20117
Rhizo1548	mll0693
Rhizo9847	NGR_c01240
Rhizo11448	RL2669
Rhizo1541	RHE_CH01234
Rhizo1541	SMc00455
Rhizo1541	NGR_c07470
Rhizo1541	Smed_0605
Rhizo1541	RL1367
Rhizo1541	mlr3923
Rhizo16410	mll9606
Rhizo1543	RHE_CH01236
Rhizo1543	SMc04201
Rhizo1543	NGR_c19210
Rhizo1543	Smed_1857
Rhizo1543	RL1369
Rhizo1543	mlr4046
Rhizo1542	RHE_CH01235
Rhizo1542	Smed_1243
Rhizo1542	SMc01229
Rhizo1542	RL1368
Rhizo1545	RHE_CH01238
Rhizo1545	Smed_1282
Rhizo1545	NGR_b05810
Rhizo1545	SM_b22023
Rhizo1545	mlr2393
Rhizo1545	pRL120643
Rhizo1544	RHE_CH01237
Rhizo1544	Smed_1283
Rhizo1544	SM_b21568
Rhizo1547	RHE_CH01240
Rhizo1547	pRL110325
Rhizo1547	mll2392
Rhizo13171	Smed_1376
Rhizo15815	mll7708
Rhizo15814	mlr7702
Rhizo15817	mlr7711
Rhizo15816	msr7707
Rhizo15811	mlr7680
Rhizo16412	mll9608
Rhizo15813	msr7683
Rhizo15812	mll7682
Rhizo11564	RL3101
Rhizo16413	mll9611
Rhizo15819	msl7717
Rhizo15818	msl7716
Rhizo7069	SM_b20373
Rhizo7069	Smed_3744
Rhizo9901	NGR_c05800
Rhizo9900	NGR_c05790
Rhizo9903	NGR_c05820
Rhizo9902	NGR_c05810
Rhizo9277	NGR_b08350
Rhizo9277	RL1889
Rhizo9276	NGR_b08340
Rhizo9275	NGR_b08330
Rhizo9274	NGR_b08320
Rhizo9909	NGR_c05890
Rhizo5935	RHE_PF00544
Rhizo5935	RL1850
Rhizo5935	Smed_5517
Rhizo5936	RHE_PF00545
Rhizo5936	Smed_5529
Rhizo5936	RL1849
Rhizo5937	RHE_PF00546
Rhizo5937	SM_b20221
Rhizo5937	NGR_b05560
Rhizo5937	Smed_5519
Rhizo5937	mlr6682
Rhizo5937	RL1848
Rhizo5930	RHE_PF00539
Rhizo5930	Smed_5538
Rhizo5930	RL2298
Rhizo5931	RHE_PF00540
Rhizo5931	Smed_5537
Rhizo5931	SM_b20210
Rhizo5931	RL1854
Rhizo5932	RHE_PF00541
Rhizo5932	Smed_5536
Rhizo5932	RL1853
Rhizo5933	RHE_PF00542
Rhizo5933	Smed_5535
Rhizo5933	RL1852
Rhizo13949	msr1782
Rhizo13948	msr1776
Rhizo4081	RHE_CH03831
Rhizo4081	NGR_c27310
Rhizo4081	Smed_2571
Rhizo4081	SMc00684
Rhizo4081	mll3580
Rhizo4081	RL4362
Rhizo4080	RHE_CH03830
Rhizo4080	RL4357
Rhizo4080	SMc00688
Rhizo4080	Smed_2570
Rhizo4080	NGR_c27280
Rhizo4080	msr3579
Rhizo4087	RHE_CH03838
Rhizo4087	SMc01325
Rhizo4087	Smed_0970
Rhizo4087	RL4371
Rhizo4086	RHE_CH03837
Rhizo4086	RL4370
Rhizo4085	RHE_CH03836
Rhizo4085	RL4368
Rhizo4084	RHE_CH03835
Rhizo13941	mll1762
Rhizo13940	mlr1753
Rhizo13943	mll1765
Rhizo13942	mlr1763
Rhizo13945	mll1768
Rhizo13944	msl1767
Rhizo13947	mll1775
Rhizo16419	mll9627
Rhizo5510	RHE_PF00115
Rhizo9011	NGR_b03570
Rhizo10360	NGR_c26380
Rhizo10361	NGR_c26400
Rhizo10362	NGR_c26430
Rhizo10363	NGR_c26440
Rhizo10364	NGR_c26450
Rhizo11566	RL3103
Rhizo10366	NGR_c26780
Rhizo10366	Smed_2993
Rhizo10366	RL0065
Rhizo10367	NGR_c26790
Rhizo10367	RL4365
Rhizo10368	NGR_c26900
Rhizo10369	NGR_c27290
Rhizo10369	mll4353
Rhizo5511	RHE_PF00116
Rhizo9010	NGR_b03560
Rhizo14909	mll5054
Rhizo12660	Smed_5445
Rhizo486	RHE_CH00159
Rhizo486	NGR_b13330
Rhizo486	Smed_4667
Rhizo486	SM_b21176
Rhizo486	RL0168
Rhizo486	mlr3355
Rhizo5047	RHE_PE00106
Rhizo5047	Smed_2841
Rhizo5047	SMc03143
Rhizo5047	NGR_c30090
Rhizo5047	mlr2298
Rhizo5047	pRL120542
Rhizo8504	SMa2087
Rhizo8504	Smed_5654
Rhizo487	RHE_CH00160
Rhizo487	NGR_b13340
Rhizo487	RL0170
Rhizo487	SM_b21177
Rhizo487	mlr3353
Rhizo487	Smed_4668
Rhizo5825	RHE_PF00433
Rhizo5825	SMc04387
Rhizo5825	pRL120420
Rhizo5825	Smed_3161
Rhizo5825	NGR_c32970
Rhizo484	RHE_CH00157
Rhizo484	SM_b21174
Rhizo484	NGR_b13310
Rhizo484	RL0166
Rhizo484	Smed_4665
Rhizo484	mlr3359
Rhizo5964	SMc02779
Rhizo485	RHE_CH00158
Rhizo485	NGR_b13320
Rhizo485	SM_b21175
Rhizo485	Smed_4666
Rhizo485	mlr3356
Rhizo485	RL0167
Rhizo482	RHE_CH00155
Rhizo482	NGR_b13290
Rhizo482	SM_b21171
Rhizo482	Smed_4663
Rhizo482	RL0164
Rhizo482	mll4974
Rhizo6450	SMc04344
Rhizo6450	NGR_c19750
Rhizo6450	Smed_1961
Rhizo627	RHE_CH00303
Rhizo627	SMc00401
Rhizo627	Smed_3528
Rhizo627	RL0321
Rhizo627	NGR_c36590
Rhizo627	mlr5527
Rhizo483	RHE_CH00156
Rhizo483	NGR_b13300
Rhizo483	Smed_4664
Rhizo483	RL0165
Rhizo483	mll4975
Rhizo483	SM_b20876
Rhizo12750	Smed_5691
Rhizo5428	RHE_PF00032
Rhizo5428	SM_b20354
Rhizo5428	Smed_1278
Rhizo5428	NGR_b22020
Rhizo5428	pRL120388
Rhizo5428	mll7009
Rhizo5429	RHE_PF00033
Rhizo5429	Smed_3766
Rhizo5429	SM_b20353
Rhizo5429	pRL120389
Rhizo5429	mll7010
Rhizo5429	NGR_b22030
Rhizo8505	SMa2089
Rhizo480	RHE_CH00153
Rhizo480	RL0162
Rhizo1930	RHE_CH01629
Rhizo1930	NGR_c10750
Rhizo1930	Smed_0923
Rhizo1930	SMc01373
Rhizo1930	RL1725
Rhizo1930	mlr0866
Rhizo5422	RHE_PF00026
Rhizo5423	RHE_PF00027
Rhizo5420	RHE_PF00024
Rhizo2219	RHE_CH01931
Rhizo2219	SMc01028
Rhizo2219	NGR_c12800
Rhizo2219	Smed_1072
Rhizo2219	RL2239
Rhizo2219	mlr0378
Rhizo5426	RHE_PF00030
Rhizo5426	Smed_3826
Rhizo5426	SM_b20307
Rhizo5426	NGR_b04080
Rhizo5426	mll7278
Rhizo5426	pRL120386
Rhizo5427	RHE_PF00031
Rhizo5427	NGR_b04130
Rhizo5427	mll7280
Rhizo5427	pRL120387
Rhizo5427	SM_b20312
Rhizo5427	Smed_3825
Rhizo5424	RHE_PF00028
Rhizo5425	RHE_PF00029
Rhizo14198	mll2356
Rhizo14289	mlr2605
Rhizo14288	msl2601
Rhizo14287	mll2590
Rhizo14286	mll2589
Rhizo14285	mlr2588
Rhizo14284	mlr2587
Rhizo14283	mll2586
Rhizo14282	mll2583
Rhizo14281	mlr2579
Rhizo14280	mll2576
Rhizo1931	RHE_CH01630
Rhizo1931	NGR_c10760
Rhizo1931	RL1726
Rhizo1931	mlr0555
Rhizo7268	SM_b21100
Rhizo7268	pRL120140
Rhizo7268	Smed_4982
Rhizo8089	SMa0956
Rhizo8089	mll5149
Rhizo8089	RL4477
Rhizo8089	NGR_b10610
Rhizo11442	RL2618
Rhizo11442	mlr4383
Rhizo2812	RHE_CH02535
Rhizo2812	SMc02650
Rhizo2812	Smed_5053
Rhizo2812	RL2888
Rhizo2813	RHE_CH02536
Rhizo2813	Smed_1798
Rhizo2813	SMc04174
Rhizo2813	NGR_c18660
Rhizo2813	mll1268
Rhizo2810	RHE_CH02533
Rhizo2810	NGR_b21800
Rhizo2810	mll2168
Rhizo2810	SMc02648
Rhizo2810	RL2886
Rhizo2811	RHE_CH02534
Rhizo2811	NGR_b21790
Rhizo2811	SMc02649
Rhizo2811	Smed_5055
Rhizo2811	RL2887
Rhizo2811	mll2167
Rhizo10948	RL0590
Rhizo10948	mlr6893
Rhizo10949	RL0609
Rhizo2814	RHE_CH02537
Rhizo2814	NGR_c18680
Rhizo2814	mll1272
Rhizo2814	SMc04176
Rhizo2814	Smed_1800
Rhizo2814	RL2891
Rhizo14192	mlr2348
Rhizo10944	RL0558
Rhizo10945	RL0559
Rhizo10946	RL0560
Rhizo10947	RL0589
Rhizo10940	RL0528
Rhizo10941	RL0541
Rhizo10942	RL0552
Rhizo10942	Smed_3829
Rhizo10943	RL0556
Rhizo10943	Smed_3668
Rhizo1932	RHE_CH01631
Rhizo1932	NGR_c10770
Rhizo1932	mlr0864
Rhizo1932	RL1727
Rhizo7269	SM_b21103
Rhizo7269	Smed_4979
Rhizo7269	mll7154
Rhizo7269	pRL80094
Rhizo11443	RL2626
Rhizo9515	NGR_b14630
Rhizo14196	mlr2354
Rhizo11543	RL3050
Rhizo11542	RL3047
Rhizo11541	RL3039
Rhizo14060	mll2045
Rhizo14067	mll2060
Rhizo11546	RL3053
Rhizo11017	RL0836A
Rhizo11544	RL3051
Rhizo11019	RL0838
Rhizo11018	RL0837
Rhizo14069	mll2066
Rhizo14068	mll2065
Rhizo16418	mll9617
Rhizo15626	mlr6932
Rhizo15627	msr6934
Rhizo15624	mll6926
Rhizo15625	mll6927
Rhizo15622	mll6921
Rhizo15623	msr6922
Rhizo15620	msr6906
Rhizo15621	mlr6918
Rhizo15628	mlr6936
Rhizo15629	mll6948
Rhizo12939	Smed_6301
Rhizo12938	Smed_6293
Rhizo1057	RHE_CH00741
Rhizo1057	Smed_4531
Rhizo1057	NGR_b22280
Rhizo1057	mll1676
Rhizo1057	RL0783
Rhizo1057	SM_b21119
Rhizo14131	mlr2198
Rhizo12933	Smed_6262
Rhizo14589	mll3833
Rhizo12931	Smed_6241
Rhizo12930	Smed_6240
Rhizo12937	Smed_6290
Rhizo12936	Smed_6284
Rhizo12935	Smed_6272
Rhizo1934	RHE_CH01633
Rhizo1934	SMc01370
Rhizo1934	Smed_0926
Rhizo1934	mll0859
Rhizo1934	NGR_c10800
Rhizo1934	RL1730
Rhizo8172	SMa1168
Rhizo8172	mll6586
Rhizo8086	SMa0952
Rhizo8086	NGR_b10580
Rhizo8086	mll2950
Rhizo8086	pRL120170
Rhizo8086	Smed_5471
Rhizo11441	RL2614
Rhizo10556	pRL120157
Rhizo10556	mll5367
Rhizo10555	pRL120155
Rhizo10554	pRL120154
Rhizo1935	RHE_CH01634
Rhizo1935	SMc01369
Rhizo1935	RL1731
Rhizo1935	NGR_c10810
Rhizo1935	Smed_0927
Rhizo1935	msr0848
Rhizo8085	SMa0951
Rhizo8085	NGR_b10570
Rhizo13255	Smed_1807
Rhizo10550	pRL120149
Rhizo3593	RHE_CH03328
Rhizo3593	RL3752
Rhizo1936	RHE_CH01635
Rhizo1936	RL1732
Rhizo1936	SMc01368
Rhizo1936	NGR_c10820
Rhizo1936	Smed_0928
Rhizo1936	mlr0845
Rhizo13284	Smed_1872
Rhizo8084	SMa0950
Rhizo8084	NGR_b10560
Rhizo11447	RL2667A
Rhizo12720	Smed_5561
Rhizo10559	pRL120160
Rhizo10559	mlr9266
Rhizo1937	RHE_CH01636
Rhizo1937	RL1733
Rhizo1937	NGR_c10840
Rhizo1937	SMc01366
Rhizo1937	Smed_0930
Rhizo1937	mlr0842
Rhizo13401	Smed_2988
Rhizo10558	pRL120159
Rhizo449	RHE_CH00122
Rhizo449	SMc02909
Rhizo449	Smed_3436
Rhizo449	RL0131
Rhizo449	NGR_c35610
Rhizo449	mlr5511
Rhizo8083	SMa0947
Rhizo11424	RL2461
Rhizo1081	RHE_CH00765
Rhizo4319	RHE_CH04074
Rhizo4319	mll1462
Rhizo4319	NGR_c29870
Rhizo4319	Smed_2824
Rhizo4319	RL4688
Rhizo4319	SMc03199
Rhizo14915	msr8664
Rhizo8169	SMa1161
Rhizo8948	NGR_b01820
Rhizo8949	NGR_b01830
Rhizo864	RHE_CH00544
Rhizo864	NGR_c01770
Rhizo864	SMc02241
Rhizo864	mlr5485
Rhizo864	RL0576
Rhizo864	Smed_0157
Rhizo8942	NGR_b01560
Rhizo8943	NGR_b01570
Rhizo8940	NGR_b01540
Rhizo8941	NGR_b01550
Rhizo8946	NGR_b01650
Rhizo8947	NGR_b01810
Rhizo8944	NGR_b01580
Rhizo8945	NGR_b01590
Rhizo10588	pRL120217
Rhizo14130	mll2196
Rhizo6243	SMc01358
Rhizo6243	Smed_0938
Rhizo6243	NGR_c10920
Rhizo6242	SMc01367
Rhizo6242	NGR_c10830
Rhizo6242	Smed_0929
Rhizo6242	mlr0843
Rhizo6241	SMc01372
Rhizo6241	mlr0862
Rhizo6241	Smed_0924
Rhizo6241	NGR_c10780
Rhizo6241	RL1728
Rhizo15389	mlr6313
Rhizo6247	SMc01338
Rhizo6246	SMc01339
Rhizo6245	SMc01341
Rhizo6244	SMc01357
Rhizo6244	Smed_0939
Rhizo8081	SMa0943
Rhizo6248	SMc04435
Rhizo1732	RHE_CH01427
Rhizo1732	SMc00553
Rhizo1732	NGR_c08740
Rhizo1732	Smed_0726
Rhizo1732	RL1545
Rhizo1732	mll7832
Rhizo1733	RHE_CH01428
Rhizo1733	SMc00554
Rhizo1733	Smed_0727
Rhizo1733	RL1546
Rhizo1733	NGR_c08750
Rhizo1733	mll7833
Rhizo1730	RHE_CH01425
Rhizo1730	SMc02551
Rhizo1730	Smed_0713
Rhizo1730	NGR_c08620
Rhizo1730	RL1543
Rhizo1730	mlr7799
Rhizo1731	RHE_CH01426
Rhizo1731	RL1544
Rhizo1731	mlr7748
Rhizo1736	RHE_CH01431
Rhizo1736	NGR_b16900
Rhizo1736	RL1549
Rhizo1736	mll7642
Rhizo1736	SM_b21507
Rhizo1737	RHE_CH01432
Rhizo1737	SMc00557
Rhizo1737	Smed_0730
Rhizo1737	NGR_c08780
Rhizo1737	RL1550
Rhizo1737	mll3997
Rhizo1734	RHE_CH01429
Rhizo1734	SMc00555
Rhizo1734	NGR_c08760
Rhizo1734	Smed_0728
Rhizo1734	RL1547
Rhizo1734	mll7834
Rhizo1735	RHE_CH01430
Rhizo1735	Smed_0729
Rhizo1735	NGR_c08770
Rhizo1735	SMc00556
Rhizo1735	RL1548
Rhizo1735	mll7835
Rhizo9335	NGR_b09170
Rhizo1738	RHE_CH01433
Rhizo1738	Smed_0731
Rhizo1738	SMc00558
Rhizo1738	NGR_c08790
Rhizo1738	mll5158
Rhizo1738	RL3265
Rhizo1739	RHE_CH01434
Rhizo1739	NGR_c08800
Rhizo1739	Smed_0732
Rhizo1739	mll2427
Rhizo1739	SMc00559
Rhizo7365	SM_b21333
Rhizo7365	Smed_4729
Rhizo1049	RHE_CH00733
Rhizo1049	SMc02078
Rhizo1049	NGR_c13600
Rhizo1049	Smed_1153
Rhizo1049	mll1100
Rhizo1049	RL2037
Rhizo11258	RL1975
Rhizo866	RHE_CH00546
Rhizo866	RL0579
Rhizo866	Smed_0155
Rhizo866	SMc02239
Rhizo866	mll1641
Rhizo866	NGR_b18060
Rhizo7261	SM_b21092
Rhizo7261	Smed_4989
Rhizo3392	RHE_CH03124
Rhizo3392	RL3570
Rhizo3392	NGR_c23860
Rhizo3392	Smed_4499
Rhizo3392	SM_b21011
Rhizo3392	mlr5134
Rhizo3393	RHE_CH03125
Rhizo3393	RL3571
Rhizo3393	Smed_4498
Rhizo3393	NGR_c23870
Rhizo3393	SM_b20846
Rhizo3393	mlr5135
Rhizo7348	SM_b21308
Rhizo7348	NGR_b08210
Rhizo7348	Smed_4705
Rhizo3391	RHE_CH03123
Rhizo3391	NGR_c23850
Rhizo3391	SM_b21010
Rhizo3391	Smed_4500
Rhizo3391	RL3569
Rhizo3391	mll3632
Rhizo3396	RHE_CH03128
Rhizo3396	NGR_b07880
Rhizo3396	RL3573A
Rhizo3397	RHE_CH03129
Rhizo3397	SM_b20848
Rhizo3397	NGR_c23920
Rhizo3397	Smed_4495
Rhizo3397	RL3576
Rhizo3397	mlr5140
Rhizo3394	RHE_CH03126
Rhizo3394	Smed_4622
Rhizo3394	SM_b21288
Rhizo3394	NGR_b12700
Rhizo3394	RL3572
Rhizo3394	mlr5136
Rhizo3395	RHE_CH03127
Rhizo3395	SM_b20847
Rhizo3395	NGR_c23910
Rhizo3395	Smed_4496
Rhizo3395	RL3573
Rhizo3395	mll4929
Rhizo3398	RHE_CH03130
Rhizo3398	NGR_c23930
Rhizo3398	Smed_4494
Rhizo3398	SM_b20849
Rhizo3398	mlr5142
Rhizo3398	RL3577
Rhizo3399	RHE_CH03131
Rhizo3399	NGR_c23940
Rhizo3399	Smed_4493
Rhizo3399	SM_b20850
Rhizo3399	RL3578
Rhizo3399	mll6909
Rhizo14714	mlr4368
Rhizo7266	SM_b21097
Rhizo7266	Smed_4984
Rhizo7266	RL0985
Rhizo4	RHE_PD00005
Rhizo4	NGR_a00070
Rhizo4	pRL70099
Rhizo4	mlr9265
Rhizo4	SMc02287
Rhizo11211	RL1892
Rhizo10217	NGR_c20500
Rhizo442	RHE_CH00115
Rhizo442	Smed_3442
Rhizo442	NGR_c35690
Rhizo442	SMc00320
Rhizo442	RL0124
Rhizo442	mlr5557
Rhizo2260	RHE_CH01973
Rhizo11425	RL2463
Rhizo7732	SMa0062
Rhizo7732	Smed_5841
Rhizo8222	SMa1367
Rhizo8222	Smed_5061
Rhizo869	RHE_CH00549
Rhizo869	SMc02237
Rhizo869	NGR_c01750
Rhizo869	Smed_0153
Rhizo869	RL0582
Rhizo869	mlr5610
Rhizo2264	RHE_CH01977
Rhizo7264	SM_b21095
Rhizo7264	Smed_4986
Rhizo7264	pRL80064
Rhizo443	RHE_CH00116
Rhizo443	Smed_3441
Rhizo443	NGR_c35680
Rhizo443	SMc02914
Rhizo443	RL0125
Rhizo443	mlr5554
Rhizo3257	RHE_CH02988
Rhizo3257	NGR_b04070
Rhizo3257	mll5296
Rhizo3257	RL2900
Rhizo6639	SMc02356
Rhizo6639	Smed_5345
Rhizo6	RHE_PD00007
Rhizo6	NGR_a00160
Rhizo6	pRL100035
Rhizo9447	NGR_b12940
Rhizo9447	pRL80095
Rhizo8362	SMa1691
Rhizo8362	Smed_5285
Rhizo8221	SMa1365
Rhizo14133	mlr2201
Rhizo3959	RHE_CH03702
Rhizo3959	SMc00164
Rhizo3959	RL4238
Rhizo9596	NGR_b16350
Rhizo9597	NGR_b16360
Rhizo9594	NGR_b16330
Rhizo9595	NGR_b16340
Rhizo9592	NGR_b16310
Rhizo9593	NGR_b16320
Rhizo9590	NGR_b16290
Rhizo9591	NGR_b16300
Rhizo5461	RHE_PF00065
Rhizo5461	mlr1749
Rhizo2152	RHE_CH01859
Rhizo2152	Smed_0945
Rhizo2152	NGR_c10980
Rhizo2152	SMc01351
Rhizo2152	RL2079
Rhizo2152	mll0189
Rhizo9598	NGR_b16370
Rhizo9598	RL2851
Rhizo9599	NGR_b16380
Rhizo558	RHE_CH00232
Rhizo12440	Smed_3756
Rhizo559	RHE_CH00233
Rhizo441	RHE_CH00114
Rhizo441	SMc00321
Rhizo441	NGR_c35700
Rhizo441	RL0123
Rhizo441	mlr5558
Rhizo441	Smed_3443
Rhizo13714	mlr0967
Rhizo2044	RHE_CH01747
Rhizo2044	NGR_c29960
Rhizo2044	Smed_2832
Rhizo2044	SMc03207
Rhizo2044	mlr8306
Rhizo2044	RL1865
Rhizo2047	RHE_CH01750
Rhizo2046	RHE_CH01749
Rhizo2046	pRL120280
Rhizo2041	RHE_CH01744
Rhizo2041	SMc03210
Rhizo2041	Smed_2835
Rhizo2041	RL1862
Rhizo2041	NGR_c30000
Rhizo2041	mlr8310
Rhizo2040	RHE_CH01743
Rhizo2040	RL1861
Rhizo2043	RHE_CH01746
Rhizo2043	Smed_2833
Rhizo2043	SMc03208
Rhizo2043	NGR_c29980
Rhizo2043	mlr8303
Rhizo2043	RL1864
Rhizo2042	RHE_CH01745
Rhizo2042	SMc03211
Rhizo2042	Smed_2836
Rhizo2042	mll8309
Rhizo2042	RL1863
Rhizo2042	NGR_c30010
Rhizo8360	SMa1686
Rhizo8360	pRL110223
Rhizo8360	Smed_5633
Rhizo13718	mlr0971
Rhizo13719	mlr0974
Rhizo98	RHE_PD00100
Rhizo99	RHE_PD00101
Rhizo4245	RHE_CH03999
Rhizo4245	RL4642
Rhizo4245	Smed_2204
Rhizo4245	SMc01667
Rhizo4245	NGR_c21880
Rhizo4245	mll4401
Rhizo9738	NGR_b20130
Rhizo9738	RL2852
Rhizo9739	NGR_b20150
Rhizo9048	NGR_b04420
Rhizo9049	NGR_b04430
Rhizo3564	RHE_CH03298
Rhizo3564	NGR_c24900
Rhizo3564	Smed_2374
Rhizo3564	RL3724
Rhizo3564	SMc01828
Rhizo9732	NGR_b20070
Rhizo9732	mlr6716
Rhizo9733	NGR_b20080
Rhizo9733	msr4796
Rhizo9730	NGR_b20050
Rhizo9731	NGR_b20060
Rhizo9736	NGR_b20110
Rhizo9737	NGR_b20120
Rhizo9734	NGR_b20090
Rhizo9735	NGR_b20100
Rhizo550	RHE_CH00224
Rhizo550	RL0232
Rhizo550	mlr7169
Rhizo550	Smed_2580
Rhizo550	SMc00675
Rhizo550	NGR_c27370
Rhizo3566	RHE_CH03300
Rhizo3566	NGR_c24930
Rhizo3566	SMc01830
Rhizo3566	RL3727
Rhizo3566	Smed_2377
Rhizo3566	mll4934
Rhizo4676	RHE_PB00132
Rhizo4676	NGR_b02150
Rhizo4676	pRL90263
Rhizo11718	RL4125
Rhizo11719	RL4151
Rhizo11716	RL4113
Rhizo11717	RL4121
Rhizo11714	RL4099
Rhizo11715	RL4105
Rhizo11712	RL4094
Rhizo11713	RL4098
Rhizo11710	RL4057
Rhizo6811	SMc05018
Rhizo13578	mll0465
Rhizo13579	msr0466
Rhizo553	RHE_CH00227
Rhizo553	RL0235
Rhizo4243	RHE_CH03997
Rhizo4243	SMc04382
Rhizo4243	RL4644
Rhizo4243	Smed_3155
Rhizo4243	NGR_c32910
Rhizo4243	mlr8325
Rhizo13570	mll0448
Rhizo13571	mll0454
Rhizo13572	mll0455
Rhizo13573	mll0458
Rhizo13574	mll0459
Rhizo13575	mll0460
Rhizo13576	mll0463
Rhizo13577	mll0464
Rhizo13473	msr0099
Rhizo7341	SM_b21209
Rhizo7341	NGR_b14080
Rhizo556	RHE_CH00230
Rhizo556	RL0238
Rhizo9379	NGR_b09800
Rhizo8225	SMa1374
Rhizo8225	Smed_5065
Rhizo557	RHE_CH00231
Rhizo7738	SMa0072
Rhizo7738	mll7373
Rhizo7738	NGR_b01220
Rhizo7738	Smed_5833
Rhizo4249	RHE_CH04003
Rhizo4249	SMc00183
Rhizo4249	NGR_c16770
Rhizo4249	Smed_5533
Rhizo4249	RL4637
Rhizo4249	mll2599
Rhizo4248	RHE_CH04002
Rhizo4248	SMc03895
Rhizo4248	Smed_3139
Rhizo4248	NGR_c32860
Rhizo4248	mll3969
Rhizo4248	RL4638
Rhizo13472	msr0098
Rhizo8367	SMa1702
Rhizo8367	Smed_5674
Rhizo8367	NGR_b01470
Rhizo8224	SMa1370
Rhizo8224	Smed_5063
Rhizo14132	mlr2199
Rhizo14049	mlr2021
Rhizo1157	RHE_CH00844
Rhizo1157	Smed_0424
Rhizo1157	SMc00894
Rhizo1157	NGR_c04250
Rhizo1157	RL0902
Rhizo1157	mlr8269
Rhizo14048	msl2020
Rhizo15204	msr5991
Rhizo13475	mll0106
Rhizo8364	SMa1696
Rhizo15067	mll5714
Rhizo1154	RHE_CH00841
Rhizo1154	NGR_c04220
Rhizo1154	Smed_0421
Rhizo1154	SMc00897
Rhizo1154	RL0899
Rhizo1154	mlr8264
Rhizo14498	mlr3539
Rhizo14499	mll3540
Rhizo14492	mlr3507
Rhizo14493	mll3509
Rhizo14490	mlr3473
Rhizo14491	mll3491
Rhizo14496	mll3521
Rhizo14497	mll3530
Rhizo7342	SM_b21210
Rhizo7342	NGR_b14090
Rhizo7342	mll5674
Rhizo7342	pRL110535
Rhizo2154	RHE_CH01861
Rhizo2154	RL2081
Rhizo11561	RL3084
Rhizo11561	Smed_3994
Rhizo11561	mlr4833
Rhizo3808	RHE_CH03550
Rhizo3808	SMc04013
Rhizo3808	Smed_2685
Rhizo3808	NGR_c28430
Rhizo3808	mlr3005
Rhizo3808	RL4069
Rhizo3809	RHE_CH03551
Rhizo3809	NGR_c28440
Rhizo3809	Smed_2686
Rhizo3809	SMc04014
Rhizo3809	mlr3007
Rhizo3558	RHE_CH03292
Rhizo3558	NGR_c24840
Rhizo3558	SMc01821
Rhizo3558	Smed_2367
Rhizo3558	mll1629
Rhizo3558	RL3718
Rhizo4279	RHE_CH04033
Rhizo4279	NGR_c31610
Rhizo4279	Smed_3030
Rhizo4279	RL4606
Rhizo4279	SMc03797
Rhizo14040	mlr2005
Rhizo3554	RHE_CH03288
Rhizo3554	RL3714
Rhizo3554	mlr9680
Rhizo3554	Smed_4278
Rhizo3803	RHE_CH03545
Rhizo3803	Smed_2679
Rhizo3803	NGR_c28380
